,RECIPE,RECIPE_LINK
301,HARA DANA METHI BAIL GATTA CURRY,https://food.ndtv.com/recipe-hara-dana-methi-bail-gatta-curry-954379
302,HARYALI SUBZ PULAO,https://food.ndtv.com/recipe-haryali-subz-pulao-958049
303,HARYANVI KADHI,https://food.ndtv.com/recipe-haryanvi-kadhi-958438
304,HIMACHALI BEDUAN ROTI,https://food.ndtv.com/recipe-himachali-beduan-roti-958290
305,HIMACHALI CHICKEN CURRY,https://food.ndtv.com/recipe-himachali-chicken-curry-958469
306,HOKH HUND MUTTON KOFTE,https://food.ndtv.com/recipe-hokh-hund-mutton-kofte-953395
307,HOLI SPECIAL BHANG PAKODE,https://food.ndtv.com/recipe-holi-special-bhang-pakoda-952060
308,HOLI SPECIAL MALAI KOFTA,https://food.ndtv.com/recipe-holi-special-malai-kofta-952068
309,HOMEMADE BREAD GULAB JAMUN,https://food.ndtv.com/recipe-homemade-bread-gulab-jamun-955494
310,HOMEMADE GULAB JAMUN,https://food.ndtv.com/recipe-homemade-gulab-jamun-951740
311,HOMEMADE KAJU KI BARFI,https://food.ndtv.com/recipe-homemade-kaju-ki-barfi-951758
312,HYDERABADI BAGARA KHANA (BAGARA RICE),https://food.ndtv.com/recipe-hyderabadi-bagara-khana-bagara-rice-955023
313,HYDERABADI DUM CHAI,https://food.ndtv.com/recipe-hyderabadi-dum-chai-957019
314,HYDERABADI MIRCHI KA SALAN,https://food.ndtv.com/recipe-hyderabadi-mirchi-ka-salan-218348
315,HYDERABADI PASINDAY,https://food.ndtv.com/recipe-hyderabadi-pasinday-958510
316,HYDERABADI VEG DALCHA,https://food.ndtv.com/recipe-hyderabadi-veg-dalcha-957936
317,IDLI DHOKLA,https://food.ndtv.com/recipe-idli-dhokla-955824
318,IDLI IN COCONUT SAUCE,https://food.ndtv.com/recipe-idli-in-coconut-sauce-958261
319,IMARTI,https://food.ndtv.com/recipe-imarti-219625
320,INDIAN BAKED SAMOSA PIE,https://food.ndtv.com/recipe-indian-baked-samosa-pie-955155
321,INJI PULI,https://food.ndtv.com/recipe-inji-puli-952488
322,INSTANT RAVA DOSA,https://food.ndtv.com/recipe-instant-rava-dosa-951467
323,JACKFRUIT AND SPINACH SAMBAR,https://food.ndtv.com/recipe-jackfruit-and-spinach-sambar-956692
324,JAGGERY JAMUN,https://food.ndtv.com/recipe-jaggery-jamun-951245
325,JAGGERY MALPUA,https://food.ndtv.com/recipe-jaggery-malpua-958362
326,JALEBI CHAAT,https://food.ndtv.com/recipe-jalebi-chaat-954276
327,JALEBI CHURROS,https://food.ndtv.com/recipe-jalebi-churros-956140
328,JALEBI WITH FENNEL YOGURT PUDDING,https://food.ndtv.com/recipe-jalebi-with-fennel-yogurt-pudding-951249
329,JHAJARIYA,https://food.ndtv.com/recipe-jhajariya-955385
330,KACCHE AAM KA MAHI,https://food.ndtv.com/recipe-kacche-aam-ka-mahi-952315
331,KACHE KELE KI TIKKI,https://food.ndtv.com/recipe-kache-kele-ki-tikki-877162
332,KACHORI UPSIDE DOWN,https://food.ndtv.com/recipe-kachori-upside-down-951253
333,KADHA PRASAD,https://food.ndtv.com/recipe-kadha-prasad-219667
334,KADHAI MURGH,https://food.ndtv.com/recipe-kadhai-murgh-98727
335,KAJU AND PISTA ROLL,https://food.ndtv.com/recipe-kaju-and-pista-roll-952791
336,KAJU KI BARFI,https://food.ndtv.com/recipe-kaju-ki-barfee-100483
337,KAJU MYSORE PAAK,https://food.ndtv.com/recipe-kaju-mysore-paak-219666
338,KAJU ROLL,https://food.ndtv.com/recipe-kaju-roll-219614
339,KAKORI KEBAB,https://food.ndtv.com/recipe-kakori-kebab-98878
340,KALAKAND,https://food.ndtv.com/recipe-kalakand-100561
341,KALAKAND,https://food.ndtv.com/recipe-kalakand-958410
342,KALE CHANNE KI CHAAT,https://food.ndtv.com/recipe-kale-channe-ki-chaat-99051
343,KALMI KEBAB,https://food.ndtv.com/recipe-kalmi-kebab-952770
344,KANCHIPURAM IDLI,https://food.ndtv.com/recipe-kanchipuram-idli-958322
345,KANJI VADA,https://food.ndtv.com/recipe-kanji-vada-953501
346,KANJIOSKA DRINK,https://food.ndtv.com/recipe-kanjioska-drink-952071
347,KAPPA (TAPIOCA),https://food.ndtv.com/recipe-kappa-tapioca-952503
348,KARACHI HALWA,https://food.ndtv.com/recipe-karachi-halwa-219637
349,KARANJI,https://food.ndtv.com/recipe-karanji-952086
350,KARELE AUR BAINGAN KI SABZI,https://food.ndtv.com/recipe-karele-aur-baingan-ki-sabzi-98980
351,KARIWARI CHICKEN CURRY,https://food.ndtv.com/recipe-kariwari-chicken-curry-955982
352,KARNATAKA STYLE PURAN POLI,https://food.ndtv.com/recipe-karnataka-style-puran-poli-955601
353,KARRI MURGH TIKKA,https://food.ndtv.com/recipe-karri-murgh-tikka-952316
354,KASHMIRI CHICKEN PULAO,https://food.ndtv.com/recipe-kashmiri-chicken-pulao-310711
355,KASHMIRI HALWA,https://food.ndtv.com/recipe-kashmiri-halwa-952516
356,KASHMIRI ROTI,https://food.ndtv.com/recipe-kashmiri-roti-955291
357,KEEMA KALEJI,https://food.ndtv.com/recipe-keema-kaleji-952553
358,KEEMA NAAN,https://food.ndtv.com/recipe-keema-naan-956184
359,KEEMA SAMOSA WITH YOGURT DIP,https://food.ndtv.com/recipe-keema-samosa-with-yogurt-dip-98694
360,KEERAI MOLAGOOTAL,https://food.ndtv.com/recipe-keerai-molagootal-957947
361,KEERAI VADAI (SPINACH VADA),https://food.ndtv.com/recipe-keerai-vadai-spinach-vada-958353
362,KERALA CHICKEN ROAST,https://food.ndtv.com/recipe-kerala-chicken-roast-321121
363,KERALA EGG CURRY,https://food.ndtv.com/recipe-kerala-egg-curry-956008
364,KERALA FRIED PRAWNS,https://food.ndtv.com/recipe-kerala-fried-prawns-252573
365,KERALA ROAST CHICKEN,https://food.ndtv.com/recipe-kerala-roast-chicken-558889
366,KERALA VEGETABLE STEW,https://food.ndtv.com/recipe-kerala-vegetable-stew-227434
367,KERALA-STYLE MUTTON CURRY,https://food.ndtv.com/recipe-kerala-style-mutton-curry-958405
368,KERALA-STYLE NARANGA ACHAAR,https://food.ndtv.com/recipe-kerala-style-naranga-achaar-957801
369,KERALA-STYLE PARIPPU (MASOOR DAL) CURRY,https://food.ndtv.com/recipe-kerala-style-parippu-masoor-dal-curry-957795
370,KESAR PISTA PHIRNI,https://food.ndtv.com/recipe-kesar-pista-phirni-954373
371,KESAR PISTA PHIRNI,https://food.ndtv.com/recipe-kesar-pista-phirni-951886
372,KESARI GUJIYA,https://food.ndtv.com/recipe-kesari-gujiya-953493
373,KESARI JALEBI,https://food.ndtv.com/recipe-kesari-jalebi-438838
374,KESARI MODAK,https://food.ndtv.com/recipe-kesari-modak-952583
375,KESARI SABUDANA KHICHDI,https://food.ndtv.com/recipe-kesari-sabudana-khichdi-952716
376,KESARI SHRIKHAND,https://food.ndtv.com/recipe-kesari-shrikhand-953540
377,KESARIA MISHRI MAVA,https://food.ndtv.com/recipe-kesaria-mishri-mava-659488
378,KHAAS MALPOI (SUGAR FREE),https://food.ndtv.com/recipe-khaas-malpoi-sugar-free-952080
379,KHAMAN DHOKLA,https://food.ndtv.com/recipe-khaman-dhokla-958603
380,KHAMIRI ROTI,https://food.ndtv.com/recipe-khamiri-roti-98866
381,KHAS KHAS AND GUD KI PANJIRI,https://food.ndtv.com/recipe-khas-khas-and-gud-ki-panjiri-956333
382,KHAS KHAS KA HALWA,https://food.ndtv.com/recipe-khas-khas-ka-halwa-951254
383,KHASTA ROTI,https://food.ndtv.com/recipe-khasta-roti-98704
384,KHATTE LEHSUNI ALOO,https://food.ndtv.com/recipe-khatte-lehsuni-aloo-955067
385,KHEERE KA RAITA,https://food.ndtv.com/recipe-kheere-ka-raita-467596
386,KHICHDO,https://food.ndtv.com/recipe-khichdo-100533
387,KHILLI HUI KHICHDI,https://food.ndtv.com/recipe-khilli-hui-khichdi-98973
388,KHOYA KHURCHAN PARATHA,https://food.ndtv.com/recipe-khoya-khurchan-paratha-954368
389,KHOYA STUFFED MATAR KI TIKKI,https://food.ndtv.com/recipe-khoya-stuffed-matar-ki-tikki-313212
390,KHUBANI KA MEETHA,https://food.ndtv.com/recipe-khubani-ka-meetha-219752
391,KHUS KHUS KA HALWA,https://food.ndtv.com/recipe-khus-khus-ka-halwa-951601
392,KHUS KHUS ROLL,https://food.ndtv.com/recipe-khus-khus-roll-738307
393,KILANJI,https://food.ndtv.com/recipe-kilanji-219320
394,KIMAMI SEWAIYAN,https://food.ndtv.com/recipe-kimami-sewaiyan-953624
395,KIWAAMEE SEVAIN,https://food.ndtv.com/recipe-kiwaamee-sevain-100525
396,KOFTA KADHI,https://food.ndtv.com/recipe-kofta-kadhi-958221
397,KOLHAPURI CHICKEN,https://food.ndtv.com/recipe-kolhapuri-chicken-98737
398,KOLIWADA PRAWNS,https://food.ndtv.com/recipe-koliwada-prawns-385474
399,KONJU VARUTHARACCHA CURRY (KERALA PRAWN CURRY),https://food.ndtv.com/recipe-konju-varutharaccha-curry-kerala-prawn-curry-554293
400,KONKANI FRIED CHICKEN,https://food.ndtv.com/recipe-konkani-fried-chicken-958592
401,KOTTE KADUBU,https://food.ndtv.com/recipe-kotte-kadubu-955123
402,KULCHA,https://food.ndtv.com/recipe-kulcha-98865
403,KULCHA NAAN,https://food.ndtv.com/recipe-kulcha-naan-955183
404,KUMAONI JHOLI,https://food.ndtv.com/recipe-kumaoni-jholi-958347
405,KUSKA BIRYANI,https://food.ndtv.com/recipe-kuska-biryani-957581
406,KUTTU AUR SINGHAARE KE AATE KI POORI,https://food.ndtv.com/recipe-kuttu-aur-singhaare-ke-aate-ki-poori-952169
407,KUTTU KA DOSA,https://food.ndtv.com/recipe-kuttu-ka-dosa-100490
408,KUTTU KA PARATHA,https://food.ndtv.com/recipe-kuttu-ka-paratha-98863
409,KUTTU KI POORI,https://food.ndtv.com/recipe-kuttu-ki-poori-951748
410,KUTTU KI PURI,https://food.ndtv.com/recipe-kuttu-ki-puri-281512
411,KUTTU KI PURI,https://food.ndtv.com/recipe-kuttu-ki-puri-951300
412,LAAL MAAS,https://food.ndtv.com/recipe-laal-maas-954388
413,LABRA (MIXED VEG),https://food.ndtv.com/recipe-labra-mixed-veg-952743
414,LACHCHA PARATHA,https://food.ndtv.com/recipe-lachcha-paratha-98859
415,LAGAN NU CUSTARD,https://food.ndtv.com/recipe-lagan-nu-custard-219691
416,LAMB KORMA,https://food.ndtv.com/recipe-badami-lamb-korma-392472
417,LAMB ROGAN JOSH,https://food.ndtv.com/recipe-lamb-rogan-josh-252344
418,LASOONI DAHI TADKA,https://food.ndtv.com/recipe-lasooni-dahi-tadka-958474
419,LAUKI GOSHT,https://food.ndtv.com/recipe-lauki-gosht-952362
420,LAUKI GULKAND BARFI,https://food.ndtv.com/recipe-lauki-gulkand-barfi-874841
421,LAUKI MUSSALLAM,https://food.ndtv.com/recipe-bottle-gourd-mussallam-240233
422,LAUKI ROTI,https://food.ndtv.com/recipe-lauki-roti-955416
423,LEFTOVER DAL CHEELA,https://food.ndtv.com/recipe-leftover-dal-cheela-957825
424,LEHSUNI MURG,https://food.ndtv.com/recipe-lehsuni-murg-98724
425,LEMON COCONUT SQUARES,https://food.ndtv.com/recipe-lemon-coconut-squares-954530
426,LEMON RASAM,https://food.ndtv.com/recipe-lemon-rasam-958083
427,LOW CALORIE OATS IDLI,https://food.ndtv.com/recipe-low-calorie-oats-idli-339011
428,LOW CALORIE TEEN RATNA DAL,https://food.ndtv.com/recipe-low-calorie-teen-ratna-dal-958420
429,LOW FAT MAKHANA KHEER,https://food.ndtv.com/recipe-low-fat-makhana-kheer-100492
430,LUCHI,https://food.ndtv.com/recipe-luchi-98868
431,LUCHI,https://food.ndtv.com/recipe-luchi-951769
432,LYCHEE RABRI KULFI,https://food.ndtv.com/recipe-lychee-rabri-kulfi-955287
433,MADATA KHAJA,https://food.ndtv.com/recipe-madata-khaja-952836
434,MAKAI KI GALVANI,https://food.ndtv.com/recipe-makai-ki-galvani-954528
435,MAKHANA KHEER,https://food.ndtv.com/recipe-makhana-kheer-952128
436,MAKHANE AUR KAJU KI KHEER,https://food.ndtv.com/recipe-makhane-aur-kaju-ki-kheer-952715
437,MAKHMAL PANEER KOFTA CURRY,https://food.ndtv.com/recipe-makhmal-paneer-kofta-curry-952178
438,MAKKI KA PARATHA ALOOWALA,https://food.ndtv.com/recipe-makki-ka-paratha-aloowala-98833
439,MALABAR FISH CURRY,https://food.ndtv.com/recipe-malabar-fish-curry-952625
440,MALABARI FISH CURRY,https://food.ndtv.com/recipe-malabari-fish-curry-953726
441,MALABARI PAROTTA,https://food.ndtv.com/recipe-malabari-parotta-98853
442,MALAI GHEVAR,https://food.ndtv.com/recipe-malai-ghevar-912475
443,MALAI GUJIYA,https://food.ndtv.com/recipe-malai-gujiya-956558
444,MALAI KI KHEER,https://food.ndtv.com/recipe-malai-ki-kheer-180232
445,MALAI KOFTA,https://food.ndtv.com/recipe-malai-kofta-617952
446,MALPUA,https://food.ndtv.com/recipe-malpua-438796
447,MALPUA,https://food.ndtv.com/recipe-maalpua-241129
448,MALWANI CHICKEN SUKKA,https://food.ndtv.com/recipe-malwani-chicken-sukka-186270
449,MANGALOREAN PRAWN CURRY,https://food.ndtv.com/recipe-mangalorean-prawn-curry-241149
450,MANGO CHICKEN CURRY,https://food.ndtv.com/recipe-mango-chicken-curry-955152
451,MANGO ICE CREAM,https://food.ndtv.com/recipe-mango-ice-cream-951605
452,MANGO KIWI CHUTNEY,https://food.ndtv.com/recipe-mango-kiwi-chutney-958590
453,MANGO LASSI,https://food.ndtv.com/recipe-mango-lassi-98869
454,MANGO LASSI ICE CREAM,https://food.ndtv.com/recipe-mango-lassi-ice-cream-846731
455,MARCHWANGAN KORMA,https://food.ndtv.com/recipe-marchwangan-korma-953278
456,MASALA BHINDI,https://food.ndtv.com/recipe-masala-bhindi-100468
457,MASALA CHAAS,https://food.ndtv.com/recipe-masala-chaas-27
458,MASALA CHAI,https://food.ndtv.com/recipe-masala-chai-952031
459,MASALA DOSA,https://food.ndtv.com/recipe-masala-dosa-219232
460,MASALA PURI,https://food.ndtv.com/recipe-masala-puri-98850
461,MASALA TOMATO UPMA,https://food.ndtv.com/recipe-masala-tomato-upma-957889
462,MASALA UTTAPAM,https://food.ndtv.com/recipe-masala-uttapam-957690
463,MASOOR DAL KHICHDI,https://food.ndtv.com/recipe-masoor-dal-khichdi-958062
464,MASOOR DAL VADA,https://food.ndtv.com/recipe-masoor-dal-vada-958298
465,MATAR KA PARATHA,https://food.ndtv.com/recipe-matar-ka-paratha-98845
466,MATAR SAMOSA,https://food.ndtv.com/recipe-matar-samosa-956083
467,MATKA MALAI KULFI,https://food.ndtv.com/recipe-malai-kulfi-713312
468,MAWA CAKE,https://food.ndtv.com/recipe-mawa-cake-219707
469,MAWA GUJIYA,https://food.ndtv.com/recipe-mawa-gujiya-952088
470,MAWA KACHORI,https://food.ndtv.com/recipe-mawa-kachori-913475
471,MAWA MISRI,https://food.ndtv.com/recipe-mawa-misri-218347
472,MAWE KA BHUTTA,https://food.ndtv.com/recipe-mawe-ka-bhutta-738596
473,MEETHI KOKI,https://food.ndtv.com/recipe-meethi-koki-954746
474,MEETHI SEWAI,https://food.ndtv.com/recipe-meethi-sewai-313264
475,METHI CHICKEN,https://food.ndtv.com/recipe-methi-chicken-376929
476,METHI KA THEPLA,https://food.ndtv.com/recipe-methi-ka-thepla-98847
477,METHI PARATHA,https://food.ndtv.com/recipe-methi-paratha-219421
478,MICROWAVE CHICKEN BIRYANI,https://food.ndtv.com/recipe-microwave-chicken-biryani-98914
479,MICROWAVE GAJAR KA HALWA,https://food.ndtv.com/recipe-condensed-milk-gajar-ka-halwa-100552
480,MICROWAVE MACHCHLI LAL MASALA,https://food.ndtv.com/recipe-microwave-machchli-lal-masala-98921
481,MICROWAVE SAMBAR,https://food.ndtv.com/recipe-microwave-sambar-98928
482,MILK CAKE,https://food.ndtv.com/recipe-milk-cake-217975
483,MILLET KHEER,https://food.ndtv.com/recipe-millet-kheer-958604
484,MINI SOYA DOSA,https://food.ndtv.com/recipe-mini-soya-dosa-227607
485,MINT AND TURMERIC CHUTNEY (VILLAGE STYLE),https://food.ndtv.com/recipe-mint-and-turmeric-chutney-village-style-41
486,MIRCHI KA SALAN,https://food.ndtv.com/recipe-mirchi-ka-salan-106640
487,MISHTI DOI,https://food.ndtv.com/recipe-mishti-doi-218349
488,MIX FRUIT LACCHA RABRI TORTILLA CRUNCH,https://food.ndtv.com/recipe-mix-fruit-laccha-rabri-tortilla-crunch-952783
489,MIXED SPROUTS CORN CHAAT,https://food.ndtv.com/recipe-mixed-sprouts-corn-chaat-873837
490,MIXED VEGETABLE PARATHA,https://food.ndtv.com/recipe-mixed-vegetable-paratha-98832
491,MODAK,https://food.ndtv.com/recipe-modak-217982
492,MODAK,https://food.ndtv.com/recipe-modak-287978
493,MOONG DAL PAYASAM,https://food.ndtv.com/recipe-moong-dal-payasam-241132
494,MOONG FLOUR PESARATTU,https://food.ndtv.com/recipe-moong-flour-pesarattu-875929
495,MOTI ROTI,https://food.ndtv.com/recipe-moti-roti-99075
496,MUGHLAI PARATHA,https://food.ndtv.com/recipe-mughlai-paratha-98844
497,MULTI-LAYERED GHEVAR,https://food.ndtv.com/recipe-multi-layered-ghevar-952822
498,MULTIGRAIN LADDU,https://food.ndtv.com/recipe-multigrain-laddu-958412
499,MURGH BIRYANI,https://food.ndtv.com/recipe-murgh-biryani-952495
500,MURGH DO PYAAZA,https://food.ndtv.com/recipe-murgh-do-pyaaza-99090
501,MURGH LAHORI KADHAI,https://food.ndtv.com/recipe-murgh-lahori-kadhai-219092
502,MURGH MALAI TIKKA WITH MINT CHUTNEY,https://food.ndtv.com/recipe-murgh-malai-tikka-with-mint-chutney-954372
503,MURUKKU (FRIED LENTIL SNACK),https://food.ndtv.com/recipe-murukku-fried-lentil-snack-550420
504,MUSHROOM POTATO ROLLS,https://food.ndtv.com/recipe-mushroom-potato-rolls-98722
505,MUSHROOM UTTAPAM,https://food.ndtv.com/recipe-mushroom-utthapam-297944
506,MUTTA AVIYAL,https://food.ndtv.com/recipe-mutta-aviyal-241158
507,MUTTON BELIRAM,https://food.ndtv.com/recipe-mutton-beliram-951260
508,MUTTON BIRYANI,https://food.ndtv.com/recipe-mutton-biryani-339364
509,MUTTON FRY,https://food.ndtv.com/recipe-mutton-fry-340305
510,MUTTON GHEE ROAST,https://food.ndtv.com/recipe-mutton-ghee-roast-953076
511,MUTTON KATHI ROLL,https://food.ndtv.com/recipe-mutton-kathi-roll-231405
512,MUTTON KATHI ROLL,https://food.ndtv.com/recipe-mutton-kathi-roll-236180
513,MUTTON KOFTA,https://food.ndtv.com/recipe-mutton-kofta-100384
514,MUTTON KORMA,https://food.ndtv.com/recipe-mutton-korma-100521
515,MUTTON SUKKA,https://food.ndtv.com/recipe-mutton-sukka-955536
516,MYSORE MASALA DOSA,https://food.ndtv.com/recipe-mysore-masala-dosa-100409
517,NAAN,https://food.ndtv.com/recipe-naan-98842
518,NACHNI BARFI,https://food.ndtv.com/recipe-nachni-barfi-897418
519,NADAN KOZHI CURRY,https://food.ndtv.com/recipe-nadan-kozhi-curry-955234
520,NAGORI PURI,https://food.ndtv.com/recipe-nagori-puri-98861
521,NALLI GOSHT BIRYANI,https://food.ndtv.com/recipe-nalli-gosht-biryani-958575
522,NALLI KA SALAN,https://food.ndtv.com/recipe-nalli-ka-salan-956226
523,NAMAK PARE,https://food.ndtv.com/recipe-namak-pare-100495
524,"NARIYAL AND SOYA PANEER VADA, THAYIR SADAM AND TOMATO CHUTNEY",https://food.ndtv.com/recipe-nariyal-and-soya-paneer-vada-thayir-sadam-and-tomato-chutney-175807
525,NARIYAL BARFI,https://food.ndtv.com/recipe-nariyal-barfi-232912
526,NARIYAL LADOO (LADDU),https://food.ndtv.com/recipe-nariyal-ladoo-232914
527,NARKEL NARU,https://food.ndtv.com/recipe-narkel-naru-106804
528,NEEM CHUTNEY,https://food.ndtv.com/recipe-neem-chutney-954327
529,NEY APPAM,https://food.ndtv.com/recipe-nei-appam-953892
530,NIHARI GOSHT,https://food.ndtv.com/recipe-nihari-gosht-100549
531,NILAKADALAI CHUTNEY,https://food.ndtv.com/recipe-nilakadalai-chutney-955208
532,NIMBU AUR HALDI KA DUWARI MURGH,https://food.ndtv.com/recipe-nimbu-aur-haldi-ka-duwari-murgh-954441
533,NON FRIED MASALA BANANA CHIPS,https://food.ndtv.com/recipe-non-fried-masala-banana-chips-958299
534,NUGGEKAI PULIMUNCHI,https://food.ndtv.com/recipe-nuggekai-pulimunchi-951259
535,NUTS BARFI,https://food.ndtv.com/recipe-nuts-barfi-955470
536,OATS KHEER,https://food.ndtv.com/recipe-oats-kheer-589089
537,OBBATTU,https://food.ndtv.com/recipe-obbattu-958335
538,ONION GARLIC PARANTHA,https://food.ndtv.com/recipe-onion-garlic-parantha-955060
539,ONION KULCHA,https://food.ndtv.com/recipe-onion-kulcha-99145
540,ONION SEED PARATHA,https://food.ndtv.com/recipe-onion-seed-paratha-241133
541,ORANGE QUINOA SEVAIYAN,https://food.ndtv.com/recipe-orange-quinoa-sevaiyan-952330
542,PAAL PAYASAM,https://food.ndtv.com/recipe-paal-payasam-218352
543,PAAL POLI,https://food.ndtv.com/recipe-paal-poli-955269
544,PAAN THANDAI,https://food.ndtv.com/recipe-paan-thandai-952073
545,PAANI POORI,https://food.ndtv.com/recipe-paani-poori-219439
546,PAAPDI CHAAT,https://food.ndtv.com/recipe-paapdi-chaat-111
547,PAAV,https://food.ndtv.com/recipe-paav-98857
548,PAHADI KAIRI KI CHUTNEY WITH GAHAT DAL PARATHA,https://food.ndtv.com/recipe-pahadi-kairi-ki-chutney-with-gahat-dal-daratha-956924
549,PALAK PANEER LIFAFA,https://food.ndtv.com/recipe-palak-paneer-lifafa-958012
550,PALAK PATTA CHAAT,https://food.ndtv.com/recipe-palak-patta-chaat-641335
551,PALAK VADA,https://food.ndtv.com/recipe-palak-vada-956145
552,PALKATTI CHETTINADU,https://food.ndtv.com/recipe-palkatti-chettinadu-466577
553,PANEER BHATURA,https://food.ndtv.com/recipe-paneer-bhatura-957534
554,PANEER DO PYAZA,https://food.ndtv.com/recipe-paneer-do-pyaza-955250
555,PANEER JALFREZI,https://food.ndtv.com/recipe-paneer-jalfrezi-98918
556,PANEER KOFTA,https://food.ndtv.com/recipe-paneer-kofta-265411
557,PANEER MAKHANWALA,https://food.ndtv.com/recipe-paneer-makhanwala-955041
559,PANEER MALPUA,https://food.ndtv.com/recipe-paneer-malpua-106799
558,PANEER MALPUA,https://food.ndtv.com/recipe-paneer-malpua-951638
560,PANEER MASALA FRY,https://food.ndtv.com/recipe-paneer-masala-fry-956125
561,PANEER PAKORAS,https://food.ndtv.com/recipe-paneer-pakoras-483397
562,PANEER PARATHA,https://food.ndtv.com/recipe-paneer-paratha-958018
563,PANEER TAMATAR KI SUBZI,https://food.ndtv.com/recipe-paneer-tamatar-ki-subzi-952719
564,PANEER THREAD ROLLS,https://food.ndtv.com/recipe-paneer-thread-rolls-954549
565,PANEER TIKKA,https://food.ndtv.com/recipe-paneer-tikka-233365
566,PANEER TIKKA KATHI ROLL,https://food.ndtv.com/recipe-paneer-tikka-kathi-roll-219223
567,PANEER TIKKA TOAST,https://food.ndtv.com/recipe-paneer-tikka-toast-955386
568,PANEER TIKKI,https://food.ndtv.com/recipe-paneer-tikki-418640
570,PANJIRI,https://food.ndtv.com/recipe-panjiri-253163
569,PANJIRI,https://food.ndtv.com/recipe-panjiri-219656
571,PARAT-WALA PARATHA,https://food.ndtv.com/recipe-parat-wala-paratha-98848
572,PATISHAPTA,https://food.ndtv.com/recipe-patishapta-316517
573,PATISHAPTA WITH STRAWBERRY COULIS,https://food.ndtv.com/recipe-patishapta-with-strawberry-coulis-951875
574,PAV BHAJI,https://food.ndtv.com/recipe-pav-bhaji-227446
575,PAYYOLI CHICKEN FRY,https://food.ndtv.com/recipe-payyoli-chicken-fry-957048
576,PEANUT & JAM MODAK,https://food.ndtv.com/recipe-peanut-jam-modak-958329
577,PEANUT CHIKKI,https://food.ndtv.com/recipe-peanut-chikki-218367
578,PEANUT GAJAK,https://food.ndtv.com/recipe-peanut-gajak-953232
579,PESARATTU (GREEN GRAM DOSA),https://food.ndtv.com/recipe-pesarattu-green-gram-dosa-463419
580,PESHAWARI CHAPLI KEBAB,https://food.ndtv.com/recipe-peshawari-chapli-kebab-952988
581,PETHA,https://food.ndtv.com/recipe-petha-218806
582,PHIRNI,https://food.ndtv.com/recipe-phirni-701844
583,PHIRNI WITH FRESH BERRIES,https://food.ndtv.com/recipe-phirni-with-fresh-berries-738291
584,PHOOL MAKHANE KI KHEER,https://food.ndtv.com/recipe-phool-makhane-ki-kheer-957931
585,PINEAPPLE HALWA,https://food.ndtv.com/recipe-pineapple-halwa-100534
586,PISTA KULFI,https://food.ndtv.com/recipe-pista-kulfi-106811
587,PISTA-ALMOND BARFI,https://food.ndtv.com/recipe-pista-almond-barfi-218885
588,PISTACHIO PRALINE PARFAIT,https://food.ndtv.com/recipe-pistachio-praline-parfait-952492
589,PLUCK STYLE CLASSIC DAHI VADA,https://food.ndtv.com/recipe-pluck-style-classic-dahi-vada-953491
590,POHA CHAAT,https://food.ndtv.com/recipe-poha-chaat-956101
591,POORI (PURI),https://food.ndtv.com/recipe-poori-puri-540904
592,PORK CURRY,https://food.ndtv.com/recipe-coorg-pandi-curry-pork-curry-396490
593,PRAWN COCONUT CURRY,https://food.ndtv.com/recipe-prawn-coconut-curry-239492
594,PRAWN TIKKA MASALA,https://food.ndtv.com/recipe-prawn-tikka-masala-593437
595,PUFFED RICE SQUARES,https://food.ndtv.com/recipe-puffed-rice-squares-539717
596,PULISSERY,https://food.ndtv.com/recipe-pulissery-417847
597,PUMPKIN AND APPLE HALWA,https://food.ndtv.com/recipe-pumpkin-and-apple-halwa-219748
598,PUNJABI BAIGAN BHARTA,https://food.ndtv.com/recipe-punjabi-baigan-bharta-958371
599,PURAN POLI,https://food.ndtv.com/recipe-puran-poli-951645
600,PURI,https://food.ndtv.com/recipe-puri-98873
601,QUINOA AND SABUDANA KESARI BATH,https://food.ndtv.com/recipe-quinoa-and-sabudana-kesari-bath-955958
602,"QUINOA, COUSCOUS AND BEETROOT TIKKI",https://food.ndtv.com/recipe-quinoa-couscous-and-beetroot-tikki-952952
603,RABRI,https://food.ndtv.com/recipe-rabri-539703
604,RABRI MALPUA,https://food.ndtv.com/recipe-rabri-malpua-951946
605,RAGI COCONUT LADOO (LADDU),https://food.ndtv.com/recipe-ragi-coconut-ladoo-laddu-384381
606,RAGI DOSA,https://food.ndtv.com/recipe-ragi-dosa-952436
607,RAGI MALPUA,https://food.ndtv.com/recipe-ragi-malpua-346945
608,RAGI OATS LADOO (LADDU),https://food.ndtv.com/recipe-ragi-oats-ladoo-laddu-406951
609,RAGI PARATHA,https://food.ndtv.com/recipe-ragi-paratha-958381
610,RAJ KACHORI,https://food.ndtv.com/recipe-raj-kachori-218068
611,RAJASTHANI HALDI SABZI,https://food.ndtv.com/recipe-rajasthani-haldi-sabzi-956080
612,RAJASTHANI KADHI WITH TOFU PALAK PAKODA,https://food.ndtv.com/recipe-rajasthani-kadhi-with-tofu-palak-pakoda-954506
613,RAJGIRA CHIKKI,https://food.ndtv.com/recipe-rajgira-chikki-958478
614,RANGEELA BARFI,https://food.ndtv.com/recipe-rangeela-barfi-957893
615,RASAM,https://food.ndtv.com/recipe-rasam-218325
616,RASGULLA,https://food.ndtv.com/recipe-rasgulla-262829
617,RASMALAI,https://food.ndtv.com/recipe-rasmalai-303573
